,original_title,result_id,publication_info_summary,link,title,keep_title,count
3067,Genetic algorithm based artificial neural network and partial least squares regression methods to predict of breakdown voltage for transformer oils samples in power …,f6RNxKKyZ18J,"S Zandbaaf, MRK Khorrami, MG Afshar - Spectrochimica Acta Part A …, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1386142522001470,genetic algorithm based artificial neural network and partial least squares regression methods to predict of breakdown voltage for transformer oils samples in power,1,1
3071,Manta ray foraging optimization algorithm–based feedforward neural network for electric energy consumption forecasting,qeWMism4EhwJ,"S Duman, A Dalcalı, H Özbay - … on Electrical Energy Systems, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/2050-7038.12999,manta ray foraging optimization algorithm based feedforward neural network for electric energy consumption forecasting,1,1
3072,Scenario prediction for power loads using a pixel convolutional neural network and an optimization strategy,hHG7x6onnR4J,"W Liao, L Ge, B Bak-Jensen, JR Pillai, Z Yang - Energy Reports, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2352484722008745,scenario prediction for power loads using a pixel convolutional neural network and an optimization strategy,1,1
3078,CryptoDL: Predicting dyslexia biomarkers from encrypted neuroimaging dataset using energy-efficient residue number system and deep convolutional neural network,Z2Z1TbroC-0J,"OL Usman, RC Muniyandi - Symmetry, 2020 - mdpi.com",https://www.mdpi.com/720706,cryptodl predicting dyslexia biomarkers from encrypted neuroimaging dataset using energy efficient residue number system and deep convolutional neural network,1,1
3079,Energy consumption minimization on LoRaWAN sensor network by using an Artificial Neural Network based application,H8jd_qA2FaIJ,"R Kromes, A Russo, B Miramond… - 2019 IEEE Sensors …, 2019 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8705992/,energy consumption minimization on lorawan sensor network by using an artificial neural network based application,1,1
3081,Evaluation of Energy Consumption Pattern in Rice Processing Using Taguchi and Artificial Neural Network Approaches,5CCNbzsSsoMJ,"MS SANUSI, R Akinoso - Agricultural Engineering International …, 2022 - cigrjournal.org",https://cigrjournal.org/index.php/Ejounral/article/view/7235,evaluation of energy consumption pattern in rice processing using taguchi and artificial neural network approaches,1,1
3089,A comparison of activation functions in multilayer neural network for predicting the production and consumption of electricity power,84VZf8wX4ZMJ,"A Salam, A El Hibaoui, A Saif - International Journal of …, 2021 - pdfs.semanticscholar.org",https://pdfs.semanticscholar.org/6a9e/943e87b204d831d6b1c1ec4f0981964ab0fb.pdf,a comparison of activation functions in multilayer neural network for predicting the production and consumption of electricity power,1,1
3092,Electricity theft detection in power consumption data based on adaptive tuning recurrent neural network,KZZmhmauukIJ,"G Lin, H Feng, X Feng, H Wen, Y Li… - Frontiers in Energy …, 2021 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fenrg.2021.773805/full,electricity theft detection in power consumption data based on adaptive tuning recurrent neural network,1,1
3094,M-SRPCNN: A fully convolutional neural network approach for handling super resolution reconstruction on monthly energy consumption environments,sxKXDcQ0UT8J,"I de-Paz-Centeno, MT García-Ordás, O García-Olalla… - Energies, 2021 - mdpi.com",https://www.mdpi.com/1996-1073/14/16/4765,m srpcnn a fully convolutional neural network approach for handling super resolution reconstruction on monthly energy consumption environments,1,1
3095,Electrical energy output prediction using cuckoo search based artificial neural network,RQqqyeKEBPkJ,"S Chatterjee, N Dey, AS Ashour… - Smart Trends in Systems …, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-981-10-6916-1_26,electrical energy output prediction using cuckoo search based artificial neural network,1,1
3097,Enhancing spindle power data application with neural network for real-time tool wear/breakage prediction during inconel drilling,HawSGkNYSIAJ,"R Corne, C Nath, M El Mansori, T Kurfess - Procedia Manufacturing, 2016 - Elsevier",https://www.sciencedirect.com/science/article/pii/S235197891630004X,enhancing spindle power data application with neural network for real time tool wear breakage prediction during inconel drilling,1,1
3102,Junction temperature prediction of IGBT power module based on BP neural network,SmbeK5QlrBkJ,"J Wu, L Zhou, X Du, P Sun - Journal of electrical engineering & …, 2014 - dbpia.co.kr",https://www.dbpia.co.kr/pdf/pdfView?nodeId=NODE02399557,junction temperature prediction of igbt power module based on bp neural network,1,1
3110,Energy consumption prediction for 3-RRR PPM through combining LSTM neural network with whale optimization algorithm,Zbvf5A2KSGQJ,"Y Gao, K Chen, H Gao, H Zheng, L Wang… - … Problems in Engineering, 2020 - hindawi.com",https://www.hindawi.com/journals/mpe/2020/6590397/,energy consumption prediction for rrr ppm through combining lstm neural network with whale optimization algorithm,1,1
3112,Detection of suspicious patterns of energy consumption using neural network trained by generated samples,QQaFb5F4B8sJ,"Z Markoč, N Hlupić, D Basch - Proceedings of the ITI 2011, 33rd …, 2011 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/5974082/,detection of suspicious patterns of energy consumption using neural network trained by generated samples,1,1
3115,Spectrum analysis of mixing power curves for neural network prediction of dough rheological properties,8nFXfrl1hawJ,"R Ruan, S Almaer, C Zou, PL Chen - Transactions of the ASAE, 1997 - elibrary.asabe.org",https://elibrary.asabe.org/abstract.asp?aid=21286,spectrum analysis of mixing power curves for neural network prediction of dough rheological properties,1,1
3117,A hybrid model for power consumption forecasting using VMD-based the long short-term memory neural network,4tI2Pmdp2toJ,"Y Ruan, G Wang, H Meng, F Qian - Frontiers in Energy Research, 2022 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fenrg.2021.772508/full,a hybrid model for power consumption forecasting using vmd based the long short term memory neural network,1,1
3118,Power prediction analysis using artificial neural network in MS Excel,QZoHCSY2rOQJ,"N Mahamad, M Amin - Latest Trends in Renewable Energy and …, 2013 - academia.edu",https://www.academia.edu/download/53581282/Power_Prediction_Analysis_using_Artificial_Neural_Network_in_MS_Excel.pdf,power prediction analysis using artificial neural network in ms excel,1,1
3121,Neural network middle-term probabilistic forecasting of daily power consumption,YEENjQEflzgJ,"M Azzone, R Baviera - arXiv preprint arXiv:2006.16388, 2020 - arxiv.org",https://arxiv.org/abs/2006.16388,neural network middle term probabilistic forecasting of daily power consumption,1,1
3123,Electric energy substitution potential prediction based on logistic curve fitting and improved BP neural network algorithm,hsCk0qW0cXAJ,"Y Liu, C Hu, Y Hong - Elektronika ir Elektrotechnika, 2019 - eejournal.ktu.lt",https://www.eejournal.ktu.lt/index.php/elt/article/view/23671,electric energy substitution potential prediction based on logistic curve fitting and improved bp neural network algorithm,1,1
3131,Short-term electrical energy consumption forecasting using GMDH-type neural network,0_OlndjSb0UJ,"J Tsado, AU USMAN, B Saka - 2015 - repository.futminna.edu.ng",http://repository.futminna.edu.ng:8080/xmlui/handle/123456789/14636,short term electrical energy consumption forecasting using gmdh type neural network,1,1
3132,A prediction model based on artificial neural network for E1 HEMP coupling with distribution power lines,kt1CgOQBW3wJ,"H Xie, Y Liu, Y Li, H Qiao - IEEE Transactions on Power …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9779579/,a prediction model based on artificial neural network for e hemp coupling with distribution power lines,1,1
3136,Learning algorithm of artificial neural network factor forecasting power consumption of users,YKpFIFH4DEIJ,"TS Shiralievich, SA Ivanovic… - Bulletin of Electrical …, 2022 - beei.org",https://www.beei.org/index.php/EEI/article/view/3172,learning algorithm of artificial neural network factor forecasting power consumption of users,1,1
3137,Energy attenuation prediction of dye-doped PMMA microfibers by backpropagation neural network,YXYvJZry17gJ,"H Yu, J Liu, J Han, M Chen, M Ke, Z Lin… - IEEE Photonics …, 2022 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9706252/,energy attenuation prediction of dye doped pmma microfibers by backpropagation neural network,1,1
3140,Using artificial neural network techniques for prediction of electric energy consumption,aCUyXDnns0sJ,"HMH Owda, B Omoniwa, AR Shahid… - arXiv preprint arXiv …, 2014 - arxiv.org",https://arxiv.org/abs/1412.2186,using artificial neural network techniques for prediction of electric energy consumption,1,1
3150,The prediction and analysis of the power energy time series by using the elman recurrent neural network,wKLG-4R5jlYJ,"이창용， 김진호 - 산업경영시스템학회지, 2018 - scholar.kyobobook.co.kr",https://scholar.kyobobook.co.kr/article/detail/4010026206016,the prediction and analysis of the power energy time series by using the elman recurrent neural network,1,1
3151,Short-term load prediction method for power distributing method based on back-propagation neural network,kyK0WYmuUaIJ,"Y Liu, D Li, H Pei, K Liu, Y Li… - 2017 12th IEEE …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8282964/,short term load prediction method for power distributing method based on back propagation neural network,1,1
3153,Novel long short-term memory neural network considering virtual data generation for production prediction and energy structure optimization of ethylene production …,TmIOARi4quYJ,"Y Han, Z Du, Z Geng, J Fan, Y Wang - Chemical Engineering Science, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0009250922009575,novel long short term memory neural network considering virtual data generation for production prediction and energy structure optimization of ethylene production,1,1
3154,Prediction methods for energy internet security situation based on hybrid neural network,1ebS3-x4B8gJ,"D Liu, J Cheng, Z Yuan, C Wang… - … Series: Earth and …, 2021 - iopscience.iop.org",https://iopscience.iop.org/article/10.1088/1755-1315/645/1/012085/meta,prediction methods for energy internet security situation based on hybrid neural network,1,1
3155,Monthly energy consumption forecasting based on windowed momentum neural network,8C4L8XJQ8mkJ,"S Mishra, VK Singh - IFAC-PapersOnLine, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405896315030591,monthly energy consumption forecasting based on windowed momentum neural network,1,1
3161,DeepEnergy: Prediction of appliances energy with long-short term memory recurrent neural network,NZFOFpMRm8sJ,"E Batbaatar, HW Park, D Li, M Li, KH Ryu - … Hoi City, Vietnam, March 19-21 …, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-75420-8_21,deepenergy prediction of appliances energy with long short term memory recurrent neural network,1,1
3162,Prediction the data consumption for power demands by Elman neural network,blvQdXwhpRsJ,"L Ismael, AI Ismael - International Journal of …, 2019 - download.garuda.kemdikbud.go.id",http://download.garuda.kemdikbud.go.id/article.php?article=1305375&val=146&title=Prediction%20the%20data%20consumption%20for%20power%20demands%20by%20elman%20neural%20network,prediction the data consumption for power demands by elman neural network,1,1
3170,Prediction of energy requirement of a tillage tool in a soil bin using artificial neural network,CM1D6LKbaWgJ,"A Rahman, RL Kushwaha… - … , Kentucky, August 7 …, 2011 - elibrary.asabe.org",https://elibrary.asabe.org/abstract.asp?aid=37744,prediction of energy requirement of a tillage tool in a soil bin using artificial neural network,1,1
3171,Artificial neural network-based (ANN) approach for characteristics modeling and prediction in GaN-on-Si power devices,nwblM91BD1QJ,"SB Kutub, HJ Jiang, NY Chen, WJ Lee… - … on Power …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9170110/,artificial neural network based ann approach for characteristics modeling and prediction in gan on si power devices,1,1
